id,iv,name,lat,lon,address,fileyear,city,statealpha,noclose,ivplus,ivneg
"450123",-.0106273,"RENAISSANCE HOSPITAL GROVES",29.941609,-93.923387,"5500 39TH ST",2013,"GROVES","TX",0,0,-.0106273
"450142",-.0019375,"COLUMBIA HEB HOSPIAL",32.838915,-97.148848,"1301 AIRPORT FREEWAY",2013,"BEDFORD","TX",0,0,-.0019375
"450149",-.0106688,"DALLAS/FORT WORTH MEDICAL CENTER",32.733654,-97.047798,"2709 HOSPITAL BLVD",2013,"GRAND PRAIRIE","TX",0,0,-.0106688
"450150",-.0127245,"BIG BEND REGIONAL MEDICAL CENTER",30.366608,-103.65713,"801 E BROWN ST",2013,"ALPINE","TX",0,0,-.0127245
"450151",-.0092111,"FAYETTE MEMORIAL HOSPITAL",29.911941,-96.875087,"543 N JACKSON",2013,"LA GRANGE","TX",0,0,-.0092111
"450169",-.0246089,"SHACKELFORD COUNTY HOSPITAL DISTRICT",32.731069,-99.287112,"600 GREGG ST",2013,"ALBANY","TX",0,0,-.0246089
"450190",-.0077234,"ST MARYS HOSPITAL",29.309908,-94.776656,"404 ST MARYS BLVD",2013,"GALVESTON","TX",0,0,-.0077234
"450197",-.0019197,"PASADENA GENERAL HOSPITAL",29.702987,-95.201002,"1004 SEYMOUR",2013,"PASADENA","TX",0,0,-.0019197
"450259",-.0058061,"DOCTORS HOSPITAL EAST LOOP",29.79177,-95.26778,"9339 N LOOP EAST",2013,"HOUSTON","TX",0,0,-.0058061
"450297",-.0005315,"TWIN OAKS MEDICAL CENTER",32.797836,-97.268372,"2919 MARKUM DR",2013,"HALTOM CITY","TX",0,0,-.0005315
"450315",-.0016878,"VISTA HOSPITAL OF DALLAS",32.91653,-96.669007,"2696 W WALNUT ST",2012,"GARLAND","TX",0,0,-.0016878
"450320",-.0071316,"ROSEWOOD MEDICAL CENTER",29.737427,-95.525864,"9200 WESTHEIMER",2013,"HOUSTON","TX",0,0,-.0071316
"450337",-.0023786,"EAST TEXAS MEDICAL CENTER RUSK",31.795072,-95.140997,"500 N BONNER",2013,"RUSK","TX",0,0,-.0023786
"450371",-.0038521,"DOCTORS MEMORIAL HOSPITAL",32.303498,-95.316636,"1400 W SOUTHWEST LOOP 323",2013,"TYLER","TX",0,0,-.0038521
"450378",-.0037354,"TWELVE OAKS MEDICAL CENTER",29.705496,-95.501191,"6700 BELLAIRE",2013,"HOUSTON","TX",0,0,-.0037354
"450393",-.0100337,"COMMUNITY SPECIALTY HOSPITAL",33.672822,-96.603137,"1111 GALLAGHER RD",2012,"SHERMAN","TX",0,0,-.0100337
"450418",-.0002761,"BELLAIRE MEDICAL CENTER",29.707474,-95.472785,"5314 DASHWOOD",2013,"HOUSTON","TX",0,0,-.0002761
"450423",-.0059741,"TWELVE OAKS HOSPITAL",29.731068,-95.445362,"4200 PORTSMOUTH",2013,"HOUSTON","TX",0,0,-.0059741
"450429",-.0271693,"HI PLAINS HOSPITAL",34.061242,-101.84668,"203 W 4TH ST",2013,"HALE CENTER","TX",0,0,-.0271693
"450438",-.0108285,"COLORADO FAYETTE MEDICAL CENTER",29.691569,-96.790755,"400 YOUENS DR",2013,"WEIMAR","TX",0,0,-.0108285
"450450",-.011132,"GOLIAD COUNTY HOSPITAL",28.667093,-97.395302,"303 W FRANKLIN ST",2013,"GOLIAD","TX",0,0,-.011132
"450457",.0079177,"METHODIST HOSPITAL LUBBOCK",33.577869,-101.89242,"3615 19TH ST",2013,"LUBBOCK","TX",0,.0079177,0
"450473",-.0167334,"MEMORIAL HOSPITAL",31.797286,-94.190222,"602 HURST ST",2013,"CENTER","TX",0,0,-.0167334
"450514",-.0068854,"MID-JEFFERSON HOSPITAL",29.954488,-93.986379,"2630 HWY 365",2013,"NEDERLAND","TX",0,0,-.0068854
"450550",-.0117014,"COLUMBIA N HOUSTON MED CTR AIRLINE CAM",29.850486,-95.384515,"5815 AIRLINE DR",2013,"HOUSTON","TX",0,0,-.0117014
"450559",-.0093058,"GARZA MEMORIAL HOSPITAL",33.187089,-101.38516,"608 W 6TH ST",2013,"POST","TX",0,0,-.0093058
"450570",-.0108083,"SILSBEE DOCTORS HOSPITAL",30.36096,-94.18208,"HWY 418 W",2013,"SILSBEE","TX",0,0,-.0108083
"450614",-.0106417,"HILLCREST MEDICAL CENTER AT WEST",31.817428,-97.091595,"501 MEADOW DR",2013,"WEST","TX",0,0,-.0106417
"450637",-.0105297,"DOCTORS HOSPITAL",30.323509,-95.491294,"3205 W DAVIS ST",2013,"CONROE","TX",0,0,-.0105297
"450652",.000117,"PALO DURO HOSPITAL",34.98147,-101.909,"",2013,"CANYON","TX",0,.000117,0
"450660",-.0015393,"MEDICAL CTR HOSP",29.692641,-95.404742,"8081 GREENBRIAR",2013,"HOUSTON","TX",0,0,-.0015393
"450703",-.0042266,"COLUMBIA MEDICAL ARTS HOSPITAL",33.446929,-94.075423,"2501 COLLEGE DR",2013,"TEXARKANA","TX",0,0,-.0042266
"450704",-.0038079,"TRI CITY HEALTH CENTRE INC",32.763184,-96.691627,"7525 SCYENE RD",2013,"DALLAS","TX",0,0,-.0038079
"450715",-.0032102,"MEDICAL CENTER AT LANCASTER",32.604096,-96.811341,"2600 W PLEASANT RUN RD",2013,"LANCASTER","TX",0,0,-.0032102
"450726",-.0154258,"BROOKS COUNTY HOSPITAL",27.215332,-98.145606,"1400 SOUTH ST MARYS ST",2013,"FALFURRIAS","TX",0,0,-.0154258
"450732",-.0072716,"MEMORIAL HOSPITAL - THE WOODLANDS",30.173815,-95.4563,"9250 PINECROFT",2013,"THE WOODLANDS","TX",0,0,-.0072716
"450735",-.0115894,"SCHLEICHER COUNTY MEDICAL CENTER",30.863037,-100.60305,"400 W MURCHISON AVE",2013,"ELDORADO","TX",0,0,-.0115894
"450751",-.0027194,"LIVING HOPE NEW BOSTON MEDICAL CENTER",33.465388,-94.406881,"520 HOSPITAL DR",2013,"NEW BOSTON","TX",0,0,-.0027194
"450760",-.0016801,"SOUTHWESTERN GENERAL HOSPITAL",31.783267,-106.47349,"1221 N COTTON",2013,"EL PASO","TX",0,0,-.0016801
"450798",-.0011369,"BROOKS HOSPITAL INC",33.116598,-94.167172,"230 LOUISE ST",2013,"ATLANTA","TX",0,0,-.0011369
"450838",-.0063344,"DICKERSON MEMORIAL HOSPITAL",30.90705,-93.992231,"1001 DICKERSON DR",2012,"JASPER","TX",0,0,-.0063344
"460050",-.0021295,"PARACELSUS REGIONAL HOSP & MEDICAL CNT",40.716258,-111.88829,"2500 S STATE ST",2013,"SOUTH SALT LAKE","UT",0,0,-.0021295
"460053",-.0032391,"ROCKY MOUNTAIN MEDICAL CENTER",40.716258,-111.88829,"2500 S STATE ST",2013,"SALT LAKE CITY","UT",0,0,-.0032391
"470013",-.0010846,"FANNY ALLEN HOSPITAL",44.496716,-73.159016,"101 COLLEGE PARKWAY",2013,"WINOOSKI","VT",0,0,-.0010846
"490010",-.004928,"WISE APPALACHIAN REGIONAL HOSPITAL",36.972601,-82.585156,"HOSPITAL DR SW 23N",2013,"WISE","VA",0,0,-.004928
"490014",-.0070284,"COLUMBIA PENTAGON CITY HOSPITAL",38.84831,-77.07719,"2455 ARMY-NAVY DR",2013,"ARLINGTON","VA",0,0,-.0070284
"490028",.0031217,"HCA JOHNSTON-WILLIS HOSPITAL",37.5107,-77.59499,"1401 JOHNSTON-WILLIS DR",2013,"RICHMOND","VA",0,.0031217,0
"490030",-.0046224,"NORFOLK COMMUNITY HOSPITAL",36.850493,-76.25979,"2539 CORPREW AVE",2012,"NORFOLK","VA",0,0,-.0046224
"490035",-.0031093,"NEWPORT NEWS GENERAL HOSPITAL",37.000165,-76.425904,"5100 MARSHALL AVE",2013,"NEWPORT NEWS","VA",0,0,-.0031093
"490073",-.0041619,"NORTHERN VIRGINIA COMMUNITY HOSPITAL",38.860421,-77.128279,"601 S CARLIN SPRINGS RD",2013,"ARLINGTON","VA",0,0,-.0041619
"490074",-.0031827,"PORTSMOUTH GENL HOSP",36.841354,-76.307235,"850 CRAWFORD PRKWY",2013,"PORTSMOUTH","VA",0,0,-.0031827
"490091",-.0033021,"BON SECOURS - STUART CIRCLE HOSPITAL",37.552352,-77.457821,"413-21 STUART CIRCLE",2013,"RICHMOND","VA",0,0,-.0033021
"490100",-.005188,"CARILION ROANOKE COMMUNITY HOSPITAL",37.266834,-79.939839,"101 ELM ST SE",2013,"ROANOKE","VA",0,0,-.005188
"490124",-.0068945,"CAPITOL MEDICAL CENTER",37.548516,-77.448969,"700 W GRACE ST",2013,"RICHMOND","VA",0,0,-.0068945
"490131",-.0201333,"DICKENSON CNTY MED CNTR",37.158401,-82.44763,"HOSPITAL DR",2012,"CLINTWOOD","VA",0,0,-.0201333
"496",-.0144229,"ST JOSEPH'S HOSPITAL OF HUNTINGBURG, INC",38.314262,-86.955818,"1900 MEDICAL ARTS DR",2013,"HUNTINGBURG","IN",0,0,-.0144229
"500042",.0036626,"ALLENMORE HOSPITAL",47.241611,-122.4808,"S 19TH & UNION",2013,"TACOMA","WA",0,.0036626,0
"500045",-.0022195,"PUGET SOUND HOSPITAL",47.226362,-122.43425,"215 S 36TH ST",2013,"TACOMA","WA",0,0,-.0022195
"510035",-.0201509,"MAN APPALACHIAN REGIONAL HOSPITAL",37.737501,-81.876135,"600-800 E MCDONALD AVE",2013,"MAN","WV",0,0,-.0201509
"510060",-.0098008,"PLATEAU MEDICAL CENTER",37.972149,-81.148878,"430 MAIN ST",2013,"OAK HILL","WV",0,0,-.0098008
"510066",-.0036126,"BECKLEY HOSPITAL",37.767244,-81.202916,"1007 S OAKWOOD AVE",2013,"BECKLEY","WV",0,0,-.0036126
"510067",-.0049625,"ST LUKES HOSPITAL",37.243648,-81.228325,"1333 SOUTHVIEW DR",2013,"BLUEFIELD","WV",0,0,-.0049625
"520040",-.0063575,"WHEATON FRANSICAN HEALTHCARE-GLENDALE",43.111955,-87.940505,"2400 W VILLARD AVE",2013,"MILWAUKEE","WI",0,0,-.0063575
"520069",-.007441,"ST CATHERINES HOSPITAL INC",42.605617,-87.820572,"3556 7TH AVE",2013,"KENOSHA","WI",0,0,-.007441
"520111",-.0172925,"ST MARYS KEWAUNEE AREA MEM HOSPITAL",44.451022,-87.511667,"810 LINCOLN ST",2013,"KEWAUNEE","WI",0,0,-.0172925
"520120",-.0247937,"NORTHWOODS HOSPITAL ASSOCIATION",46.043906,-89.11835,"2383 HWY 17",2013,"PHELPS","WI",0,0,-.0247937
"520132",.0074485,"AURORA VALLEY VIEW MEDICAL CENTER",43.744534,-87.969597,"901 REED ST",2013,"PLYMOUTH","WI",0,.0074485,0
"520141",-.0071933,"KAUKAUNA COMMUNITY HOSPITAL",44.26829,-88.271932,"308 E 14TH ST",2013,"KAUKAUNA","WI",0,0,-.0071933
"520174",-.0028121,"JOHN L DOYNE HOSPITAL",43.038535,-88.021074,"8700 W WISCONSIN AVE",2013,"MILWAUKEE","WI",0,0,-.0028121
"622",-.0200571,"CEDAR VALE COMMUNITY HOSPITAL",37.103786,-96.498056,"501 CEDAR ST",2013,"CEDAR VALE","KS",0,0,-.0200571
"732",-.010494,"JENKINS COMMUNITY HOSPITAL",37.186852,-82.647173,"9480 HWY 805",2013,"JENKINS","KY",0,0,-.010494
"93",-.0104382,"GRAVETTE MEDICAL CENTER",36.408279,-94.460387,"1101 JACKSON ST SW",2013,"GRAVETTE","AR",0,0,-.0104382
"937",-.0168277,"ZUMBROTA HOSPITAL",44.29249,-92.673179,"383 W 5TH ST",2013,"ZUMBROTA","MN",0,0,-.0168277
"940",-.0230698,"MINNEWASKA DISTRICT HOSPITAL",45.613449,-95.539608,"610 W 6TH ST",2013,"STARBUCK","MN",0,0,-.0230698
"010001",0,"SOUTHEAST ALABAMA MEDICAL CENTER",31.215393,-85.361309,"1108 ROSS CLARK CIRCLE",2013,"DOTHAN","AL",0,0,0
"010006",0,"ELIZA COFFEE MEMORIAL HOSPITAL",34.794999,-87.685121,"205 MARENGO ST",2012,"FLORENCE","AL",0,0,0
"010007",0,"MIZELL MEMORIAL HOSPITAL",31.292257,-86.255229,"702 N MAIN ST",2012,"OPP","AL",0,0,0
"010008",0,"CRENSHAW COMMUNITY HOSPITAL",31.694688,-86.26619,"101 HOSPITAL CIRCLE",2012,"LUVERNE","AL",0,0,0
"010011",0,"ST VINCENT'S EAST",33.594437,-86.665664,"50 MEDICAL PARK EAST DR",2013,"BIRMINGHAM","AL",0,0,0
"010012",0,"DEKALB REGIONAL MEDICAL CENTER",34.441403,-85.755917,"200 MEDICAL CENTER DR",2012,"FORT PAYNE","AL",0,0,0
"010016",0,"SHELBY BAPTIST MEDICAL CENTER",33.255934,-86.813705,"1000 1ST ST N",2013,"ALABASTER","AL",0,0,0
"010018",0,"CALLAHAN EYE HOSPITAL",33.502887,-86.803124,"1720 UNIVERSITY BLVD",2013,"BIRMINGHAM","AL",0,0,0
"010019",0,"HELEN KELLER MEMORIAL HOSPITAL",34.746402,-87.698886,"1300 S MONTGOMERY AVE",2013,"SHEFFIELD","AL",0,0,0
"010021",0,"DALE MEDICAL CENTER",31.451942,-85.631605,"126 HOSPITAL AVE",2012,"OZARK","AL",0,0,0
"010022",0,"CHEROKEE MEDICAL CENTER",34.162513,-85.657046,"400 NORTHWOOD DR",2013,"CENTRE","AL",0,0,0
"010023",0,"BAPTIST MEDICAL CENTER SOUTH",32.327016,-86.275972,"2105 EAST SOUTH BLVD",2013,"MONTGOMERY","AL",0,0,0
"010024",0,"JACKSON HOSPITAL & CLINIC INC",32.366607,-86.285256,"1725 PINE ST",2013,"MONTGOMERY","AL",0,0,0
"010025",0,"GEORGE H. LANIER MEMORIAL HOSPITAL",32.823724,-85.169517,"4800 48TH ST",2013,"VALLEY","AL",0,0,0
"010027",0,"ELBA GENERAL HOSPITAL",31.429036,-86.076142,"987 DRAYTON ST",2012,"ELBA","AL",0,0,0
"010029",0,"EAST ALABAMA MEDICAL CENTER AND SNF",32.638134,-85.404074,"2000 PEPPERELL PARKWAY",2013,"OPELIKA","AL",0,0,0
"010032",0,"WEDOWEE HOSPITAL",33.311384,-85.484941,"209 N MAIN ST",2012,"WEDOWEE","AL",0,0,0
"010034",0,"COMMUNITY HOSPITAL INC",32.535151,-85.911439,"805 FRIENDSHIP RD",2012,"TALLASSEE","AL",0,0,0
"010035",0,"CULLMAN REGIONAL MEDICAL CENTER",34.200683,-86.803069,"1912 ALABAMA HWY 157",2013,"CULLMAN","AL",0,0,0
"010036",0,"ANDALUSIA REGIONAL HOSPITAL",31.296603,-86.496881,"849 S THREE NOTCH ST",2013,"ANDALUSIA","AL",0,0,0
"010038",0,"STRINGFELLOW MEMORIAL HOSPITAL",33.667663,-85.834202,"301 E 18TH ST",2013,"ANNISTON","AL",0,0,0
"010039",0,"HUNTSVILLE HOSPITAL",34.721194,-86.581541,"101 SIVLEY RD",2012,"HUNTSVILLE","AL",0,0,0
"010040",0,"GADSDEN REGIONAL MEDICAL CENTER",34.009396,-85.967659,"1007 GOODYEAR AVE",2013,"GADSDEN","AL",0,0,0
"010043",0,"CHILTON MEDICAL CENTER",32.853242,-86.622931,"1010 LAY DAM RD",2013,"CLANTON","AL",0,0,0
"010044",0,"MARION REGIONAL MEDICAL CENTER",34.134109,-87.990234,"1256 MILITARY ST S",2013,"HAMILTON","AL",0,0,0
"010045",0,"FAYETTE MEDICAL CENTER",33.709371,-87.822996,"1653 TEMPLE AVE N",2013,"FAYETTE","AL",0,0,0
"010046",0,"RIVERVIEW REGIONAL MEDICAL CENTER",34.004501,-86.00403,"600 S 3RD ST",2012,"GADSDEN","AL",0,0,0
"010047",0,"GEORGIANA HOSPITAL",31.636095,-86.742675,"515 MIRANDA ST",2012,"GEORGIANA","AL",0,0,0
"010049",0,"MEDICAL CENTER ENTERPRISE",31.318187,-85.855128,"400 N EDWARDS ST",2012,"ENTERPRISE","AL",0,0,0
"010050",0,"ST VINCENTS BLOUNT",33.932996,-86.494223,"150 GILBREATH DR",2013,"ONEONTA","AL",0,0,0
"010051",0,"GREENE COUNTY HOSPITAL",32.844828,-87.889478,"509 WILSON AVE",2012,"EUTAW","AL",0,0,0
"010052",0,"LAKE MARTIN COMMUNITY HOSPITAL",32.81855,-85.741547,"201 MARIARDEN RD",2012,"DADEVILLE","AL",0,0,0
"010054",0,"DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS",34.586881,-87.026345,"1874 BELTLINE RD SW",2013,"DECATUR","AL",0,0,0
"010055",0,"FLOWERS HOSPITAL",31.236232,-85.458119,"4370 W MAIN ST",2013,"DOTHAN","AL",0,0,0
"010056",0,"ST VINCENT'S BIRMINGHAM",33.509698,-86.788639,"810 ST VINCENT'S DR",2012,"BIRMINGHAM","AL",0,0,0
"010058",0,"BIBB MEDICAL CENTER",32.951353,-87.146964,"208 PIERSON AVE",2012,"CENTREVILLE","AL",0,0,0
"010059",0,"LAWRENCE MEDICAL CENTER",34.483071,-87.286034,"202 HOSPITAL ST",2012,"MOULTON","AL",0,0,0
"010061",0,"HIGHLANDS MEDICAL CENTER",34.663068,-86.045505,"380 WOODS COVE RD",2012,"SCOTTSBORO","AL",0,0,0
"010062",0,"WIREGRASS MEDICAL CENTER",31.048478,-85.889266,"1200 W MAPLE AVE",2012,"GENEVA","AL",0,0,0
"010065",0,"RUSSELL HOSPITAL",32.932311,-85.969948,"3316 HWY 280",2013,"ALEXANDER CITY","AL",0,0,0
"010066",0,"FLORALA MEMORIAL HOSPITAL",31.002896,-86.323739,"24273 5TH AVE",2012,"FLORALA","AL",0,0,0
"010069",0,"MEDICAL CENTER BARBOUR",31.888181,-85.154765,"820 W WASHINGTON ST",2012,"EUFAULA","AL",0,0,0
"010073",0,"CLAY COUNTY HOSPITAL",33.276045,-85.824802,"83825 HWY 9",2012,"ASHLAND","AL",0,0,0
"010078",0,"NORTHEAST ALABAMA REGIONAL MED CENTER",33.657125,-85.823303,"400 E 10TH ST",2013,"ANNISTON","AL",0,0,0
"010079",0,"ATHENS-LIMESTONE HOSPITAL",34.803522,-86.976819,"700 W MARKET ST",2013,"ATHENS","AL",0,0,0
"010083",0,"SOUTH BALDWIN REGIONAL MEDICAL CENTER",30.427332,-87.683187,"1613 N MCKENZIE ST",2013,"FOLEY","AL",0,0,0
"010085",0,"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS",34.591114,-86.974456,"1201 7TH ST SE",2013,"DECATUR","AL",0,0,0
"010086",0,"NORTHWEST MEDICAL CENTER",33.929012,-87.824088,"1530 US HWY 43",2013,"WINFIELD","AL",0,0,0
"010087",0,"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER",30.708203,-88.098922,"2451 FILLINGIM ST",2013,"MOBILE","AL",0,0,0
"010089",0,"WALKER BAPTIST MEDICAL CENTER",33.826056,-87.234112,"3400 HWY 78 E",2013,"JASPER","AL",0,0,0
"010090",0,"PROVIDENCE HOSPITAL",30.68191,-88.198829,"6801 AIRPORT BLVD",2013,"MOBILE","AL",0,0,0
"010091",0,"GROVE HILL MEMORIAL HOSPITAL",31.70117,-87.776383,"295 JACKSON HWY S",2012,"GROVE HILL","AL",0,0,0
"010095",0,"HALE COUNTY HOSPITAL",32.694635,-87.588056,"508 GREEN ST",2012,"GREENSBORO","AL",0,0,0
"010096",0,"ABERNETHY MEMORIAL HOSPITAL",31.002126,-87.266641,"WILKINSON ST",2013,"FLOMATON","AL",0,0,0
"010097",0,"ELMORE COMMUNITY HOSPITAL",32.552002,-86.18617,"500 HOSPITAL DR",2012,"WETUMPKA","AL",0,0,0
"010099",0,"D W MCMILLAN MEMORIAL HOSPITAL",31.126324,-87.071653,"1301 BELLEVILLE AVE",2013,"BREWTON","AL",0,0,0
"010100",0,"THOMAS HOSPITAL",30.520001,-87.890283,"750 MORPHY AVE",2013,"FAIRHOPE","AL",0,0,0
"010101",0,"CITIZENS BAPTIST MEDICAL CENTER",33.43925,-86.093959,"604 STONE AVE",2013,"TALLADEGA","AL",0,0,0
"010102",0,"J PAUL JONES HOSPITAL",31.995553,-87.299391,"317 MCWILLIAMS AVE",2012,"CAMDEN","AL",0,0,0
"010103",0,"BAPTIST MEDICAL CENTER-PRINCETON",33.499747,-86.845173,"701 PRINCETON AVE SW",2012,"BIRMINGHAM","AL",0,0,0
"010104",0,"TRINITY MEDICAL CENTER",33.514853,-86.747373,"800 MONTCLAIR RD",2013,"BIRMINGHAM","AL",0,0,0
"010108",0,"PRATTVILLE BAPTIST HOSPITAL",32.464459,-86.450935,"124 S MEMORIAL DR",2013,"PRATTVILLE","AL",0,0,0
"010109",0,"PICKENS COUNTY MEDICAL CENTER",33.276,-88.090336,"241 ROBERT K WILSON",2012,"CARROLLTON","AL",0,0,0
"010110",0,"BULLOCK COUNTY HOSPITAL",32.146217,-85.716049,"102 W CONECUH AVE",2012,"UNION SPRINGS","AL",0,0,0
"010112",0,"BRYAN W WHITFIELD MEM HOSP INC",32.503107,-87.838523,"105 HWY 80 E",2012,"DEMOPOLIS","AL",0,0,0
"010113",0,"MOBILE INFIRMARY",30.695651,-88.08158,"5 MOBILE INFIRMARY CIRCLE",2012,"MOBILE","AL",0,0,0
"010114",0,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",33.37214,-86.99099,"995 9TH AVE SW",2012,"BESSEMER","AL",0,0,0
"010117",0,"LONGVIEW GENERAL HOSPITAL",33.616674,-86.971572,"1100 BANKHEAD HWY SW",2013,"GRAYSVILLE","AL",0,0,0
"010118",0,"VAUGHAN REG MED CENTER PARKWAY CAMPUS",32.429748,-87.054327,"1015 MEDICAL CENTER PARKWAY",2013,"SELMA","AL",0,0,0
"010120",0,"MONROE COUNTY HOSPITAL",31.501074,-87.318948,"2016 S ALABAMA AVE",2013,"MONROEVILLE","AL",0,0,0
"010122",0,"CHOCTAW COMMUNITY HOSPITAL",32.089036,-88.203909,"1406 B E PUSHMATAHA",2013,"BUTLER","AL",0,0,0
"010125",0,"LAKELAND COMMUNITY HOSPITAL",34.252167,-87.484741,"42024 HWY 195 E",2013,"HALEYVILLE","AL",0,0,0
"010126",0,"TROY REGIONAL MEDICAL CENTER",31.784173,-85.959238,"1330 HWY 231 S",2012,"TROY","AL",0,0,0
"010128",0,"JACKSON MEDICAL CENTER",31.530952,-87.894271,"220 HOSPITAL DR",2012,"JACKSON","AL",0,0,0
"010129",0,"NORTH BALDWIN INFIRMARY",30.901941,-87.783058,"1815 HAND AVE",2012,"BAY MINETTE","AL",0,0,0
"010130",0,"ST VINCENT'S ST CLAIR",33.604325,-86.278576,"7063 VETERANS PARKWAY",2013,"PELL CITY","AL",0,0,0
"010131",0,"CRESTWOOD MEDICAL CENTER",34.692345,-86.572554,"1 HOSPITAL DR SE",2013,"HUNTSVILLE","AL",0,0,0
"010136",0,"D E JACKSON MEMORIAL HOSPITAL",34.990361,-87.153625,"111 IVY POINT RD",2013,"LESTER","AL",0,0,0
"010137",0,"COOPER GREEN MERCY HOSPITAL",33.503811,-86.807397,"1515 6TH AVE S",2013,"BIRMINGHAM","AL",0,0,0
"010138",0,"HILL HOSPITAL OF SUMTER COUNTY",32.492019,-88.296043,"751 DERBY DR",2012,"YORK","AL",0,0,0
"010139",0,"BROOKWOOD MEDICAL CENTER",33.462791,-86.777231,"2010 BROOKWOOD MEDICAL CENTER DR",2013,"BIRMINGHAM","AL",0,0,0
"010144",0,"SPRINGHILL MEDICAL CENTER",30.685402,-88.140023,"3719 DAUPHIN ST",2013,"MOBILE","AL",0,0,0
"010146",0,"JACKSONVILLE MEDICAL CENTER",33.789096,-85.760995,"1701 S PELHAM RD",2013,"JACKSONVILLE","AL",0,0,0
"010148",0,"EVERGREEN MEDICAL CENTER",31.431764,-86.940678,"101 CRESTVIEW AVE",2012,"EVERGREEN","AL",0,0,0
"010149",0,"BAPTIST MEDICAL CENTER EAST",32.377175,-86.172487,"400 TAYLOR RD",2013,"MONTGOMERY","AL",0,0,0
"010150",0,"L V STABLER MEMORIAL HOSPITAL",31.829243,-86.645703,"29 L V STABLER DR",2013,"GREENVILLE","AL",0,0,0
"010153",0,"D C H REHABILITATION PAVILION",33.204271,-87.530099,"1101 6TH AVE E",2013,"TUSCALOOSA","AL",0,0,0
"010166",0,"LTC HOSPITAL OF TUSCALOOSA",33.20633,-87.526917,"809 UNIVERSITY BLVD E 4TH FLOOR",2009,"TUSCALOOSA","AL",0,0,0
"010168",0,"JACK HUGHSTON MEMORIAL HOSPITAL",32.5087,-85.00887,"4401 RIVER CHASE DR",2013,"PHENIX CITY","AL",0,0,0
"012005",0,"DCH REHABILITATION PAVILION",33.204271,-87.530099,"1101 6TH AVE E",2013,"TUSCALOOSA","AL",0,0,0
"012006",0,"INFIRMARY LTAC HOSPITAL",30.618301,-88.172248,"5 MOBILE INFIRMARY CIRCLE",2013,"MOBILE","AL",0,0,0
"012012",0,"NOLAND HOSPITAL TUSCALOOSA, LLC",33.20633,-87.526917,"809 UNIVERSITY BLVD E, 4TH FLOOR",2013,"TUSCALOOSA","AL",0,0,0
"013025",0,"HEALTHSOUTH LAKESHORE REHABILITATION HOSPITAL",33.468748,-86.785297,"3800 RIDGEWAY DR",2012,"BIRMINGHAM","AL",0,0,0
"013027",0,"MOBILE BAY REHABILITATION HOSPITAL",30.612916,-87.907399,"101 VILLA DR",2013,"DAPHNE","AL",0,0,0
"013028",0,"HEALTHSOUTH REHABILITATION HOSPITAL OF MONTGOMERY",32.319107,-86.280725,"4465 NARROW LN RD",2013,"MONTGOMERY","AL",0,0,0
"013029",0,"HEALTHSOUTH REHABILITATION HOSPITAL OF NORTH AL",34.720075,-86.579077,"107 GOVERNORS DR",2013,"HUNTSVILLE","AL",0,0,0
"013030",0,"HEALTHSOUTH REHABILITATION HOSPITAL",31.218746,-85.365188,"1736 E MAIN ST",2012,"DOTHAN","AL",0,0,0
"013032",0,"HEALTHSOUTH REHABILITATION HOSPITAL OF GADSDEN",34.006837,-85.971959,"801 GOODYEAR AVE",2013,"GADSDEN","AL",0,0,0
"013033",0,"REGIONAL REHABILITATION HOSPITAL",32.501183,-85.047699,"3715 HWY 280",2013,"PHENIX CITY","AL",0,0,0
"013300",0,"CHILDREN'S HOSPITAL OF ALABAMA",33.503102,-86.805664,"1600 7TH AVE S",2013,"BIRMINGHAM","AL",0,0,0
"014000",0,"HILL CREST BEHAVIORAL HEALTH SERVICES",33.549251,-86.730602,"6869 5TH AVE S",2012,"BIRMINGHAM","AL",0,0,0
"014001",0,"DECATUR GENERAL WEST",34.596715,-87.031437,"2205 BELTLINE RD SW",2013,"DECATUR","AL",0,0,0
"014002",0,"CHARTER BEHAV HLTH SYSTEM OF MOBILE",30.623823,-88.17614,"5800 SOUTHLAND DR",2013,"MOBILE","AL",0,0,0
"014003",0,"CHARTER WOODS BEHAVORIAL HEALTH SYSTEM",31.204776,-85.383969,"700 COTTONWOOD RD",2013,"DOTHAN","AL",0,0,0
"014005",0,"GREIL MEMORIAL PSYCHIATRIC HOSP",32.389689,-86.276804,"2140 UPPER WETUMPKA RD",2013,"MONTGOMERY","AL",0,0,0
"014006",0,"MOUNTAIN VIEW HOSPITAL",34.09282,-85.993476,"3201 SCENIC HWY",2012,"GADSDEN","AL",0,0,0
"014007",0,"BRYCE HOSPITAL",33.216381,-87.536292,"200 UNIVERSITY BLVD",2013,"TUSCALOOSA","AL",0,0,0
"014008",0,"SEARCY HOSPITAL (ACUTE CARE ADMISS UNIT)",31.088651,-88.027711,"725 E COY SMITH HWY",2013,"MOUNT VERNON","AL",0,0,0
"014009",0,"NORTH ALABAMA REGIONAL HOSPITAL",34.525024,-86.971012,"4218 HWY 31 S",2012,"DECATUR","AL",0,0,0
