id,"lat","lon","name","city","address","prvnumgrp_tdi","fileyear"
"260051",38.6783321737,-90.2303427994,"CENTRAL MEDICAL CENTER INC","SAINT LOUIS","4411 N NEWSTEAD","260051",1993
"260054",38.6168775686,-90.2378436567,"COMPTON HEIGHTS HOSPITAL","SAINT LOUIS","3545 LAFAYETTE","260054",2000
"260089",37.2484926381,-93.2744500987,"DOCTOR'S HOSPITAL OF SPRINGFIELD INC","SPRINGFIELD","2828 N NATIONAL","260089",1995
"260092",37.915335422,-90.5548637668,"BONNE TERRE HOSPITAL","BONNE TERRE","10 LAKE DR","260092",1993
"260103",38.5833734366,-90.2275387704,"ST ALEXIUS HOSPITAL","SAINT LOUIS","3933 S BROADWAY","260103",2001
"260107",39.0089202219,-94.5771518271,"BAPTIST LUTHERAN MEDICAL CENTER","KANSAS CITY","6601 ROCKHILL RD","260107",2006
"260111",39.1436521379,-92.6892914498,"ALBERT M KELLER MEMORIAL HOSPITAL","FAYETTE","600 W MORRISON","260111",1995
"260188",39.0270624923,-94.4695471746,"PARK LANE MEDICAL CENTER","KANSAS CITY","5151 RAYTOWN RD","260188",1999
"260205",38.7071853397,-90.3062039164,"NORMANDY COMMUNITY HOSPITAL","NORMANDY","7840 NATURAL BRIDGE RD","260205",2000
"270072",47.8202520599,-110.672991202,"MISSOURI RIVER MEDICAL CTR - HOSPITAL","FORT BENTON","1501 ST CHARLES ST","270072",1997
"271233",45.8279948,-109.9521314,"PIONEER MEDICAL CENTER MAF","BIG TIMBER",,"271233",1999
"280090",42.6823079458,-103.416209277,"LEGED BUTTES HEALTH SERVICES","CRAWFORD","11 PADDOCK ST","280090",1998
"280107",40.1734016646,-95.9406163497,"COMMUNITY MEMORIAL HOSPITAL","HUMBOLDT","1128 GRAND AVE RT 2","985",1998
"280109",41.6404538973,-99.3799930161,"GOLI MEDICAL CENTER","SARGENT","1201 W MAIN RR1","280109",1999
"293027",39.5235082946,-119.791765855,"RENO REHAB ASSOCIATES, LIMITED PARTNERSHIP","RENO","555 GOULD ST","293027",2003
"293030",39.4313777244,-119.75494565,"WASHOE VILLAGE REHAB","RENO","10101 DOUBLE R BLVD","293030",2004
"293031",36.2055745699,-115.251435019,"HEALTHSOUTH HOSPITAL AT TENAYA","LAS VEGAS","2500 N TENAYA WAY","293031",2001
"310013",40.7179371872,-74.2422747556,"IRVINGTON GENERAL HOSPITAL","IRVINGTON","832 CHANCELLOR AVE","310013",2006
"310018",40.7278001141,-74.1631573357,"SAINT JAMES HOSPITAL","NEWARK","155 JEFFERSON ST","310018",2008
"310020",40.8589485,-74.1370528,"PBI REGIONAL MEDICAL CENTER","PASSAIC","350 BLVD","310020",2007
"310026",40.9182550851,-74.1442572144,"BARNERT HOSPITAL","PATERSON","680 BROADWAY","310026",2008
"310036",40.475563713,-74.2857111198,"SOUTH AMBOY MEMORIAL HOSPITAL","SOUTH AMBOY","540 BORDENTOWN AVE","310036",1999
"310037",40.9837178965,-74.0144936373,"PASCACK VALLEY HOSPITAL","WESTWOOD","250 OLD HOOK RD","310037",2007
"310042",40.7584813115,-74.1492250146,"WEST HUDSON HOSPITAL","KEARNY","206 BERGEN AVE","310042",2003
"310043",40.802023254,-74.2253443717,"MONTCLAIR COMMUNITY HOSPITAL","MONTCLAIR","120 HARRISON AVE","310043",1999
"310049",40.7183705462,-74.0851570724,"ST FRANCIS COMMUNITY HEALTH CENTER","JERSEY CITY","25 WILLIAMS PL","310049",2003
"310056",40.0398337,-74.9554461,"ZURBRUGG MEMORIAL HOSPITAL","RIVERSIDE","HOSPITAL PLAZA","310056",1995
"310062",40.7513004519,-74.1942469243,"UNITED HOSPITALS OF NEWARK","NEWARK","15 S 9TH ST","310062",1997
"310063",40.6073343989,-74.4055929891,"MUHLENBERG REGIONAL MEDICAL CENTER","PLAINFIELD","PARK AVE & RANDOLPH RD","310063",2008
"310067",40.8860707931,-74.576419817,"SAINT CLARE'S HOSPITAL","DOVER","400 W BLACKWELL ST","310067",2003
"310077",40.8589485,-74.1370528,"GENERAL HOSPITAL CENTER AT PASSAIC","PASSAIC","350 BLVD","310077",2004
"310078",40.7680927266,-74.2341333948,"HOSPITAL CENTER AT ORANGE","ORANGE","188 S ESSEX AVE","310078",2004
"310087",39.4801952859,-75.0131414404,"NEWCOMB MEDICAL CENTER","VINELAND","66 S STATE ST","310087",2000
"310088",39.6312328529,-74.7711610047,"WM B KESSLER MEMORIAL HOSPITAL","HAMMONTON","600 SO WHITE HORSE PIKE","310088",2008
"310090",40.6751315444,-74.2648060375,"UNION HOSPITAL","UNION","1000 GALLOPING HILL RD","310090",2007
"310093",40.7730137162,-74.1869922716,"COLUMBUS HOSPITAL","NEWARK","495 N 13TH ST","310093",2008
"310121",40.5514932,-74.3368151,"ROOSEVELT HOSPITAL","METUCHEN",,"310121",1995
"312002",40.665503,-74.421583,"RUNNELLS SPECIALIZED HOSP-UNION CO","BERKELEY HEIGHTS","40 WATCHUNG WAY","312002",2008
"312015",39.4876553919,-75.0573880892,"VINELAND DEVELOPMENTAL CENTER/HOSPITAL","VINELAND","1676 E LANDIS AVE","312015",1999
"320023",34.1728918344,-103.352413228,"PLAINS REG MED CTR PORTALES HM HLTH","PORTALES","1700 S AVE O","320023",1998
"320031",34.4776805543,-104.238027205,"DE BACA GENERAL HOSPITAL","FORT SUMNER","500 N 10TH","1085",2000
"320056",35.0883961894,-106.614251617,"PHS INDIAN HOSPITAL","ALBUQUERQUE","801 VASSAR DR NE","320056",2002
"320076",35.1531231715,-106.586337672,"PRESBYTERIAN NORTHSIDE HOSPITAL","ALBUQUERQUE","5901 HARPER DR NE","320076",1993
"330001",41.4427018345,-74.410101614,"HORTON MEMORIAL HOSPITAL","MIDDLETOWN","60 PROSPECT AVE","330001",2003
"330016",42.3047619929,-75.3950160481,"THE HOSPITAL","SIDNEY","43 PEARL ST W","330016",2005
"330020",43.0280975555,-73.3916112825,"MARY MCCLELLAN HOSPITAL","CAMBRIDGE","1 MYRTLE AVE","1126",2002
"330034",40.8609406506,-73.8961779463,"UNION HOSPITAL","BRONX","260 E 188TH ST","330034",1997
"330041",40.7236927,-73.8381664,"PARKWAY HOSPITAL","FOREST HILLS","70-35 113TH ST","330041",2008
"330048",43.0908472515,-75.2573997587,"FAXTON - CHILDRENS HOSPITAL","UTICA","1676 SUNSET AVE","330048",2000
"330075",43.3148979036,-76.4058146833,"ALBERT LINDLEY LEE MEMORIAL HOSPITAL","FULTON","510 S 4TH ST","330075",2008
"330095",42.8273290136,-78.8208632622,"OUR LADY OF VICTORY","LACKAWANNA","55 MELROY & RIDGE RD","330095",2002
"330133",40.7359252196,-73.9838607793,"CABRINI MEDICAL CENTER","NEW YORK","227 E 19TH ST","330133",2008
"330161",42.89233033,-78.8837893249,"BUFFALO COLUMBUS HOSPITAL","BUFFALO","300 NIAGARA ST","330161",1996
"330171",40.9944238763,-73.6741938944,"NEW YORK UNITED HOSPITAL MED CTR","PORT CHESTER","406 BOSTON POST RD","330171",2005
"330183",43.1511898917,-77.5964138322,"GENESEE HOSPITAL","ROCHESTER","244 ALEXANDER ST","330183",2001
"330209",41.5030047746,-74.0151940782,"ST LUKES HOSPITAL","NEWBURGH","70 DUBOIS ST","330209",2004
"330230",40.7643272992,-73.9889888441,"ST VINCENT'S MIDTOWN HOSPITAL","NEW YORK","415 W 51ST ST","330230",2007
"330242",40.6158706385,-74.022265266,"VICTORY MEMORIAL HOSPITAL","BROOKLYN","9036 7TH AVE","330242",2008
"330258",40.7684562643,-73.9247361052,"WESTERN QUEENS COMMUNITY HOSPITAL","LONG ISLAND CITY","2510 30TH AVE","330258",1999
"330288",41.4182,-73.9493,"JULIA BUTTERFIELD HOSPITAL","COLD SPRING","PAULDING AVE","330288",1994
"330290",40.7368891938,-73.9998343554,"SVCMC-ST VINCENT'S CTRS  NY & WEST BRANCHES","NEW YORK","170 W 12TH ST","330290",2008
"330308",40.7720112734,-73.7460161676,"LITTLE NECK COMMUNITY HOSPITAL","LITTLE NECK","55-15 LITTLE NECK PKW","330308",2003
"330314",40.6844812706,-73.4182662124,"BRUNSWICK HOSPITAL CENTER, INC","AMITYVILLE","366 BROADWAY","330314",2008
"330333",40.7094029337,-73.6014967321,"ISLAND MEDICAL CENTER","HEMPSTEAD","820 FRONT ST","330333",2003
"330336",40.70657,-73.48457,"MASSAPEQUA GENERAL HOSPITAL","SEAFORD","750 HICKSVILLE RD","330336",2000
"330338",41.0254118939,-73.7441110881,"ST AGNES HOSPITAL","WHITE PLAINS","305 NORTH ST","330338",2003
"330357",40.7056638,-73.8034765,"CARITAS HEALTH CARE, INC","ELMHURST","90-02 QUEENS BLVD","330357",2008
"330390",40.8037371654,-73.9421627608,"NORTH GENERAL HOSPITAL","NEW YORK","1879 MADISON AVE","330390",2008
"332021",43.1121624386,-77.6160858422,"MONROE COM HOSP","ROCHESTER","435 E HENRIETTA RD","332021",1996
"333025",42.8219635538,-73.9132936907,"SUNNYVIEW HOSPITAL AND REHABILITATION CENTER","SCHENECTADY","1270 BELMONT AVE","333025",2005
"333027",41.2138889,-73.9883333,"HELEN HAYES HOSPITAL","WEST HAVERSTRAW","ROUTE 9 W","333027",2005
"340034",36.10041,-79.40455,"ALAMANCE COUNTY HOSPITAL","BURLINGTON","327 N GRAHAM-HOPEDALE RD","340034",2001
"340067",35.9198638449,-81.1781956646,"ALEXANDER COMMUNITY HOSPITAL","TAYLORSVILLE","326 3RD ST SW","1149",2001
"340080",36.0217938,-81.9295579,"SLOOP MEMORIAL HOSPITAL","CROSSNORE",,"340080",1998
"340104",35.2504029,-81.6767634,"CRAWLEY MEMORIAL HOSPITAL","BOILING SPRINGS","315 W COLLEGE AVE","340104",2008
"340124",35.3269575039,-78.6708434344,"GOOD HOPE HOSPITAL","ERWIN","410 DENIM DR","340124",2006
"340138",36.14582,-78.77237,"CENTRAL REGIONAL HOSPITAL","BUTNER","300 VEAZEY RD","340138",2008
"340162",35.9752384674,-77.8204322076,"COMMUNITY HOSPITAL OF ROCKY MOUNT","ROCKY MOUNT","1771 JEFFREYS RD","340162",1997
"340164",35.0542179191,-78.8874025748,"COLUMBIA HIGH SMITH RAINEY MEM HOSPITA","FAYETTEVILLE","150 ROBESON ST","340164",1999
"341309",35.2003194622,-83.8363217761,"DISTRICT MEDICAL CENTER","ANDREWS","415 WHITAKER LN","1146",2003
"344001",36.145499,-78.771894,"CENTRAL REGIONAL HOSPITAL","BUTNER","300 VEAZEY RD","344001",2008
"350016",46.8411097246,-100.907261335,"MEDCENTER ONE MANDAN","MANDAN","1000 18TH ST N W","350016",1997
"350020",46.8694144439,-96.7855293,"HEARTLAND MEDICAL CENTER","FARGO","510 4TH ST S","1165",1996
"350060",46.8878716018,-102.316709013,"RICHARDTON HEALTH CENTER","RICHARDTON","212 3RD AVE W","1185",2001
"350065",46.0014812689,-98.5269477885,"DICKEY COUNTY MEMORIAL HOSPITAL","ELLENDALE","241 MAIN","350065",1993
"353025",47.9091168424,-97.0665088036,"MEDICAL CENTER REHAB HOSP","GRAND FORKS","1300 S COLUMBIA RD","353025",1996
"360007",38.5208442566,-82.6651226073,"RIVER VALLEY HEALTH SYSTEM-IRONTON CPS","IRONTON","2228 S 9TH ST","360007",2001
"360018",39.7481146,-84.200496,"FRANCISCAN MEDICAL CTR-DAYTON CAMPUS","DAYTON","1 FRANCISCAN WAY","360018",2000
"360024",41.4376606037,-82.7127129322,"FIRELANDS REG MED CTR-SOUTH CAMPUS","SANDUSKY","1912 S HAYES AVE","360024",2002
"360031",39.9328270621,-82.9959253478,"COLUMBUS COMMUNITY HOSPITAL","COLUMBUS","1430 S HIGH ST","360031",2001
"360038",39.1297006494,-84.5208568352,"DEACONESS HOSPITAL","CINCINNATI","311 STRAIGHT ST","360038",2008
"360049",41.4702041983,-81.6546441805,"UNIV HOSP HEALTH SYS ST MICHAEL HOSP","CLEVELAND","5163 BROADWAY","360049",2003
"360050",38.8927758694,-82.5759914293,"OAK HILL COMMUNITY MEDICAL CENTER","OAK HILL","350 CHARLOTTE AVE","360050",2001
"360102",41.4403352744,-81.7058724802,"DEACONESS HOSPITAL","CLEVELAND","4229 PEARL RD","360102",2003
"360104",41.4804807861,-81.6913494788,"GRACE HOSPITAL","CLEVELAND","2307 W 14TH ST","360104",1995
"360119",41.6594323562,-83.5570557403,"PARKVIEW HOSPITAL","TOLEDO","1920 PARKWOOD AVE","360119",1994
"360126",41.1171535963,-80.6441882133,"YOUNGSTOWN OSTEOPATHIC HOSPITAL","YOUNGSTOWN","1319 FLORENCEDALE AVE","360126",2000
"360164",40.7917277691,-82.739863413,"CRESTLINE MEMORIAL HOSPITAL","CRESTLINE","291 HEISER COURT","360164",1996
"360200",39.0390475707,-82.0459401351,"VETERANS MEMORIAL HOSP OF MEIGS CO,INC","POMEROY","115 E MEMORIAL DR","360200",2001
"360204",41.4522756063,-82.1677214236,"COMMUNITY HEALTH PARTNERS OF OH-EAST","LORAIN","205 W 20TH ST","360204",2000
"360232",41.4050819612,-81.776924345,"KAISER FOUNDATION HOSPITAL","PARMA","12301 SNOW RD","360232",1994
"360238",40.6215362135,-80.5833917045,"POTTERS MEDICAL CENTER","EAST LIVERPOOL","322 W 6TH ST","360238",1994
"370017",35.2265334007,-96.6766514578,"SEMINOLE MUNICIPAL HOSPITAL","SEMINOLE","606 W EVANS","370017",1998
"370035",35.4823801514,-97.5255741047,"UNIVERSITY HOSPITALS,THE","OKLAHOMA CITY","800 NE 13TH ST","370035",1998
"370046",34.83807,-97.62356,"LINDSAY MUNICIPAL HOSPITAL","LINDSAY","STATE HWY 19 W","370046",1999
"370060",36.3307826745,-96.8008116989,"PAWNEE MUNICIPAL HOSPITAL","PAWNEE","1212 4TH ST","370060",2007
"370077",36.3931163943,-97.8750417869,"ENID REGIONAL HOSPITAL","ENID","401 S 3RD ST","370077",1996
"370122",35.234771943,-96.2392037005,"WETUMKA GENERAL HOSPITAL","WETUMKA","325 S WASHITA ST","370122",1998
"370141",36.129810372,-95.940348294,"DOCTORS HOSPITAL","TULSA","2323 S HARVARD AVE","370141",2000
"370159",35.4933480698,-97.6477643203,"INTEGRIS BETHANY HOSPITAL","BETHANY","7600 NW 23RD ST 7941 NW 23RD ST","370159",1999
"370161",35.3342004386,-97.4647831102,"SOUTHWEST MEDICAL CENTER - MOORE","MOORE","1500 SE 4TH ST","370161",1993
"370176",36.0207475524,-95.7974716744,"SAINT FRANCIS HOSPITAL - BROKEN ARROW","BROKEN ARROW","3000 S ELM PL","370176",2007
"370189",35.7438799009,-98.7413500613,"THOMAS MEMORIAL HOSPITAL","THOMAS","610 E BROADWAY","370189",1995
"371308",35.234771943,-96.2392037005,"WETUMKA GENERAL HOSPITAL","WETUMKA","325 S WASHITA","1271",2003
"372006",36.074257027,-95.9220961912,"SELECT SPECIALTY HOSPITAL - TULSA","TULSA","6161 S YALE ST, 5 SOUTH","372006",2008
"372015",35.4216008339,-97.5302041157,"CENTRIS","OKLAHOMA CITY","4401 S WESTERN, 7TH FLOOR","372015",2006
"373029",36.1163771689,-95.8889048792,"MEADOWBROOK SPECIALTY HOSPITAL OF TULSA","TULSA","3219 SOUTH 79TH EAST AVE","373029",2005
"380010",45.5362937207,-122.556934502,"WOODLAND PARK HOSPITAL","PORTLAND","10300 NE HANCOCK ST","380010",2004
"380036",43.7993311246,-123.072507026,"COTTAGE GROVE HEALTHCARE COMM HOSPITAL","COTTAGE GROVE","1340 BIRCH AVE","380036",1998
"380039",45.4846930029,-122.635864166,"EASTMORELAND HOSPITAL","PORTLAND","2900 SE STEELE ST","380039",2004
"380055",45.5586895557,-122.69367682,"BESS KAISER MEDICAL CENTER","PORTLAND","5055 N GREELEY AVE","380055",1996
"380064",43.213859904,-123.357152295,"DOUGLAS COMMUNITY MEDICAL CENTER","ROSEBURG","738 W HARVARD BLVD","380064",2000
"390018",40.5616881207,-79.7654279327,"CITIZENS GENERAL HOSPITAL","NEW KENSINGTON","651 4TH AVE","390018",2000
"390022",39.9268151024,-75.1691841379,"ST AGNES MEDICAL CENTER","PHILADELPHIA","1900 S BROAD ST","390022",2004
"390023",39.9896451438,-75.1073349812,"NORTHEASTERN HOSPITAL","PHILADELPHIA","2301 E ALLEGHENY AVE","390023",2008
"390029",40.4689178265,-79.9547999466,"ST FRANCIS MEDICAL CENTER","PITTSBURGH","400 45TH ST","390029",2002
"390040",41.9061159225,-79.8451047606,"UNION CITY MEM HOSP","UNION CITY","130 N MAIN ST","390040",2001
"390047",40.0117979648,-75.1822729038,"ALLEGHENY UNIV HOSP - MAIN CAMPUS","PHILADELPHIA","3300 HENRY AVE","1346",1998
"390059",39.9550682187,-75.1527246955,"COOPER HOSPITAL  - CENTER CITY","PHILADELPHIA","201 N 8TH ST","390059",1993
"390069",40.1820258654,-74.8741595795,"DELAWARE VALLEY MEDICAL CENTER","LANGHORNE","200 OXFORD VALLEY RD","390069",1999
"390075",41.2606599436,-76.984851069,"DIVINE PROVIDENCE HOSPITAL","WILLIAMSPORT","1100 GRAMPIAN BLVD","390075",2003
"390083",40.0356132295,-75.0910309033,"JOHN F KENNEDY MEMORIAL HOSPITAL","PHILADELPHIA","LANGDON ST & CHELTENHAM AVE","390083",2000
"390088",40.0319507763,-75.1697316595,"GERMANTOWN HOSPITAL & COMM HLTH SVCS","PHILADELPHIA","1 PENN BLVD","390088",1999
"390126",39.9896451438,-75.1073349812,"NORTHEASTERN HOSPITAL","PHILADELPHIA","2301 E ALLEGHENY AVE","390126",1998
"390128",40.4057756251,-79.8704025822,"UPMC  BRADDOCK","BRADDOCK","400 HOLLAND AVE","390128",2008
"390148",39.8375072544,-75.3929005031,"COMMUNITY HOSPITAL OF CHESTER","CHESTER","9TH & WILSON ST","390148",1994
"390149",39.999458022,-75.2088797394,"THOMAS JEFFERSON UNIV HOSP-FORD ROAD","PHILADELPHIA","3905 FORD RD","390149",1994
"390158",40.3385146618,-75.9141507847,"ST JOSEPH HOSPITAL","READING","215 N 12TH ST","390158",1997
"390159",40.1235497831,-75.3331995367,"SACRED HEART HOSPITAL & REHAB CENTER","NORRISTOWN","1430 DEKALB ST","390159",1994
"390161",41.4174024172,-78.7303212281,"ELK COUNTY REGIONAL MEDICAL CENTER","RIDGWAY","94 HOSPITAL ST","390161",1999
"390166",40.0043592463,-79.8738432284,"TARA HOSPITAL AT BROWNSVILLE","BROWNSVILLE","125 SIMPSON RD","390166",2006
"390167",39.8774989196,-75.3185994172,"TAYLOR HOSPITAL","RIDLEY PARK","175 E CHESTER PIKE","390167",1997
"390176",40.609183698,-80.2888249391,"COMMONWEALTH MEDICAL CENTER, INC","ALIQUIPPA","2500 HOSPITAL DR","390176",2008
"390186",41.1956934643,-76.0029300695,"MERCY HOSPITAL OF NANTICOKE, PA","NANTICOKE","128 W WASHINGTON ST","390186",1994
"390193",42.1227015268,-80.086951785,"METRO HEALTH CENTER","ERIE","252 11TH ST","390193",2003
"390200",40.038383946,-76.5008903362,"LANCASTER GENERAL HOSPITAL SUSQUEHANNA","COLUMBIA","631 POPLAR ST","390200",2003
"390206",40.2826833453,-76.8157879585,"COMMUNITY GEN OSTEOPATHIC HOSPITAL","HARRISBURG","4300 LONDONDERRY RD","390206",1998
"390215",39.9751116,-75.3335223,"MERCY COMMUNITY HOSPITAL","HAVERTOWN","2000 OLD W CHESTER PIKE","390215",2002
"390235",39.9901125,-75.1298984,"EPISCOPAL HOSPITAL","PHILADELPHIA","FRONT ST LEHIGH AVE","390235",2000
"390245",40.005497789,-75.217159796,"ALLEGHENY UNIV HOSPITALS CITY AVENUE","PHILADELPHIA","4150 CITY AVE","1347",1998
"390247",40.0336997406,-75.1453476122,"HOSPITAL OF THE HOME FOR JEWISH AGED","PHILADELPHIA","5301 OLD YORK RD","390247",1999
"390260",40.1847564094,-75.080439443,"ALLEGHENY UNIVERSITY HOSPITALS - BUCKS","WARMINSTER","225 NEWTOWN RD","1345",1998
"390262",40.4405046397,-79.9900161288,"ST FRANCIS CENTRAL HOSPITAL","PITTSBURGH","1200 CENTRE AVE","390262",2000
"390277",39.9308395442,-75.1516032599,"ALLEGHENY UNIV HOSPITALS MT SINAI","PHILADELPHIA","4TH & REED STS","390277",1997
"390285",39.9451128,-75.1726783,"GRADUATE HOSPITAL","PHILA","1 GRADUATE PLAZA","1344",2007
"390289",40.0735194219,-75.1041012228,"ELKINS PARK HOSPITAL","ELKINS PARK","60 E TOWNSHIP LINE RD","1348",2003
"390309",40.0117979648,-75.1822729038,"WOMENS MEDICAL HOSPITAL","PHILADELPHIA","3300 HENRY AVE","390309",2008
"390319",40.0043592463,-79.8738432284,"BROWNSVILLE TRI COUNTY HOSPITAL","BROWNSVILLE","125 SIMPSON RD","390319",2008
"391310",40.9051521177,-78.2096069503,"PHILIPSBURG AREA HOSPITAL","PHILIPSBURG","210 LOCH LOMOND RD","1343",2006
"393032",40.082333,-75.2023997,"MONTGOMERY REHAB HOSPITAL OF CHESTNUT HILL","WYNDMOOR","8601 STENTON AVE","393032",2008
"393041",42.1344354953,-80.0848025324,"HEALTHSOUTH GREAT LAKES REHAB HOSPITAL","ERIE","143 E 2ND ST","393041",1997
"393042",40.4436944358,-79.920464711,"UPMC REHABILITATION HOSPITAL","PITTSBURGH","1405 SHADY AVE","393042",2005
"393043",40.4253491495,-79.745171052,"HEALTHSOUTH REHAB HOSPTIAL OF GREATER PITTSBURGH","MONROEVILLE","2380 MCGINLEY RD","393043",2003
"393049",40.2093640805,-76.971334985,"HEALTHSOUTH REHAB HOSP FOR SPECIAL SVS","MECHANICSBURG","4950 WILSON LN","393049",2002
"393050",40.6487038084,-75.4094889374,"GOOD SHEPHERD REHABILITATION HOSPITAL","BETHLEHEM","2855 SCHOENERSVILLE RD","393050",2004
"393051",40.0625928288,-75.0430106618,"ANGELA JANE PAVILION","PHILADELPHIA","8410 ROOSEVELT BLVD","393051",2008
"400002",18.0171876,-66.6226729,"HOSPITAL EPISCOPAL ST LUKES","PONCE","CALLE GUADALUPE FINAL","400002",2007
"400017",18.4397,-66.060288,"SAN CARLOS GENERAL HOSPITAL","SANTURCE","1822 PONCE DE LEON AVE","400017",2006
"400027",18.41907,-66.05595,"HATO REY COMMUNITY HOSPITAL","HATO REY","435 PONCE DE LEON AVE","400027",1998
"400029",18.3257869,-65.6523838,"FAJARDO SUB REGIONAL HOSPITAL","FAJARDO","GENERAL VALERO AVE","400029",1997
"400094",18.32539,-65.65071,"DR GUBERNS HOSPITAL","FAJARDO","ANTONIO R BARCELO 110","400094",2001
"410002",41.7779839375,-71.400400693,"COMMUNITY HOSPITAL OF RHODE ISLAND","CRANSTON","1763 BROAD ST","410002",1993
"420006",32.7819417419,-79.9502687253,"CHARLESTON MEMORIAL HOSPITAL","CHARLESTON","326 CALHOUN ST","420006",2008
"420022",34.7457728579,-82.022864843,"B J WORKMAN MEMORIAL HOSPITAL","WOODRUFF","751 E GEORGIA ST","420022",1993
"420028",34.2261627751,-80.2583508595,"LEE COUNTY MEMORIAL HOSPITAL","BISHOPVILLE","800 W CHURCH ST","420028",1994
"420035",34.4726277,-81.8806562,"WHITTEN CENTER HOSPITAL","CLINTON","HWY 76 E","420035",1995
"420040",34.1887564376,-79.7675447764,"FLORENCE GENERAL HOSPITAL","FLORENCE","512 S IRBY ST","420040",1994
"420044",34.188555507,-79.7627817771,"BRUCE HOSPITAL SYSTEM","FLORENCE","191 E CEDAR ST","420044",1994
"420074",32.4955529,-80.9851105,"LOW COUNTRY GENERAL HOSPITAL","RIDGELAND","HWY 278","420074",2000
"420088",32.8410250479,-79.9732000668,"ROPER HOSPITAL NORTH INC","NORTH CHARLESTON","2750 SPEISSEGGER DR","420088",2001
"420093",34.7457728579,-82.022864843,"B J WORKMAN MEMORIAL HOSPITAL","WOODRUFF","751 E GEORGIA ST","420093",2004
"422003",34.0150244724,-81.0341126236,"JAMES F BYRNES CENTER","COLUMBIA","2100 BULL ST","422003",1999
"430009",44.6512120113,-103.841925915,"BELLE FOURCHE HEALTH CARE CENTER","BELLE FOURCHE","2200 13TH AVE","430009",1995
"430044",43.4306221446,-103.480532267,"SOUTHERN HILLS HOSPITAL","HOT SPRINGS","209 N 16TH ST","430044",1998
"430060",45.2399853781,-99.7774282684,"HOLY INFANT HOSPITAL","HOVEN","512 MAIN ST","430060",2008
"430085",45.6674059004,-97.0509197831,"PHS INDIAN HOSPITAL AT SISSETON","SISSETON","5 CHESTNUT ST","430085",2006
"440019",35.9549618495,-83.9157429834,"BAPTIST HOSPITAL OF EAST TENNESSEE","KNOXVILLE","137 E BLOUNT AVE","440019",2008
"440022",35.8656940686,-84.6911127778,"BAPTIST HOSPITAL OF ROANE COUNTY","ROCKWOOD","241 S CHAMBERLAIN AVE","440022",1996
"440069",36.1665030474,-86.8054175236,"GEORGE W HUBBARD HOSPITAL MEHARRY MED","NASHVILLE","1005 D TODD BLVD","440069",1995
"440071",35.1543170433,-90.0457612633,"ST JOSEPH HOSPITAL","MEMPHIS","220 OVERTON AVE","440071",1998
"440074",35.3706931779,-85.3889369387,"SEQUATCHIE GENERAL HOSPITAL","DUNLAP","132 HOSPITAL LOOP","440074",1993
"440087",36.3499028911,-85.6565294754,"JACKSON COUNTY HOSPITAL","GAINESBORO","620 HOSPITAL DR","440087",1996
"440090",35.1949159632,-85.5179788386,"WHITWELL MEDICAL CENTER","WHITWELL","101 N MAPLE ST","440090",1996
"440095",36.5566638991,-86.5086921755,"HIGHLAND HOSPITAL","PORTLAND","105 REDBUD DR","440095",1993
"440103",35.1233407524,-85.238245161,"NORTH PARK HOSPITAL","HIXSON","2051 HAMILL RD","440103",1998
"440121",35.0483200256,-85.3074114489,"VENCORE HOSPITAL CHATTANOOGA","CHATTANOOGA","709 WALNUT ST","440121",1993
"440160",35.5497315605,-87.5620060116,"LEWIS COUNTY HOSPITAL","HOHENWALD","617 W MAIN","440160",1993
"440166",35.1413933083,-90.0281136602,"UNIVERSITY OF TENNESSEE BOWLD HOSPITAL","MEMPHIS","951 COURT AVE","440166",2004
"440178",34.9993081657,-85.2178749439,"COLUMIBA EAST RIDGE HOSP","CHATTANOOGA","941 SPRING CREEK RD","440178",1997
"440206",36.503729,-81.8228948,"JOHNSON COUNTY HOSPITAL INC","MOUNTAIN CITY","HOSPITAL DR","440206",1998
"440226",35.9044757235,-84.135955741,"BAPTIST HOSPITAL WEST","KNOXVILLE","10820 PARKSIDE DR","440226",2008
"443026",36.3546774619,-82.3719112227,"JAMES H & CECILE C QUILLEN REHAB HOSP","JOHNSON CITY","2511 WESLEY ST","443026",1999
"450047",26.1242817687,-97.6337589818,"DOLLY VINSANT MEMORIAL HOSPITAL","SAN BENITO","400 EAST HWY 77","450047",2007
"450060",29.6510567463,-95.4782132391,"WESTBURY HOSPITAL","HOUSTON","5556 GASMER AVE","450060",1995
"450070",32.735310194,-94.9426460969,"GILMER MEDICAL CENTER","GILMER","712 N WOOD ST","450070",1995
"450094",32.714668728,-96.8571059253,"DALLAS SOUTHWEST MEDICAL CENTER","DALLAS","2929 S HAMPTON RD","450094",2003
"450110",33.5342004909,-101.907007745,"SOUTH PARK HOSPITAL & MEDICAL CENTER","LUBBOCK","6610 QUAKER AVE","450110",1997
"450113",31.7349507907,-95.6295737485,"PALESTINE REG MED CTR","PALESTINE","4000 S LOOP 256","450113",2003
"450118",27.7540779448,-97.3882333496,"COLUMBIA DOCTORS REGIONAL MED CENTER","CORPUS CHRISTI","3315 S ALAMEDA","450118",2000
"450121",32.7503258817,-97.3698951034,"OSTEOPATHIC MEDICAL CENTER OF TEXAS","FORT WORTH","1000 MONTGOMERY ST","450121",2004
"450127",30.1796030202,-96.9295657578,"LEE MEMORIAL HOSPITAL","GIDDINGS","898 E RICHMOND","450127",1993
